ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
115,1,0,123,0,-123
116,1,0,59,0,-59
117,1,0,24,0,-24
118,1,1,668,1286,618
119,0,0,25,0,-25
120,1,0,3,0,-3
121,0,0,16,0,-16
122,0,0,51,0,-51
123,1,0,15,0,-15
124,0,0,12,0,-12
125,0,0,117,0,-117
126,0,0,8,0,-8
127,0,0,13,0,-13
128,1,1,97,1318,1221
129,1,0,0,0,0
130,0,0,20,0,-20
131,1,0,55,0,-55
132,0,0,1,0,-1
133,0,0,155,0,-155
134,1,1,1429,1538,109
135,0,0,10,0,-10
136,1,1,840,1278,438
137,1,0,88,0,-88
138,0,0,178,0,-178
139,1,0,27,0,-27
140,0,0,9,0,-9
141,1,1,356,2815,2459
142,0,0,175,0,-175
143,1,1,116,1658,1542
144,1,1,702,1937,1235
145,1,1,369,1652,1283
146,1,0,62,0,-62
147,0,0,99,0,-99
148,1,0,141,0,-141
149,1,0,110,0,-110
150,0,0,32,0,-32
151,1,1,1105,1296,191
152,1,1,499,1266,767
153,0,0,27,0,-27
154,1,1,307,1323,1016
155,0,0,67,0,-67
156,1,0,55,0,-55
157,0,0,34,0,-34
158,1,1,97,1299,1202
159,0,0,39,0,-39
160,0,0,45,0,-45
161,1,1,547,1204,657
162,1,0,58,0,-58
163,0,0,28,0,-28
164,1,0,75,0,-75
165,1,1,623,1339,716
166,1,0,75,0,-75
167,1,0,19,0,-19
168,1,1,225,1637,1412
169,0,0,86,0,-86
170,1,1,565,1282,717
171,0,0,0,0,0
172,1,0,50,0,-50
173,1,1,1086,1295,209
174,0,0,73,0,-73
175,1,1,73,2189,2116
176,0,0,3,0,-3
177,1,0,150,0,-150
178,1,0,52,0,-52
179,1,1,457,1907,1450
180,1,1,203,1347,1144
181,1,1,644,2299,1655
182,1,0,78,0,-78
183,0,0,27,0,-27
184,1,0,170,0,-170
185,1,0,42,0,-42
186,0,0,8,0,-8
187,0,0,24,0,-24
188,1,1,779,1361,582
189,0,0,12,0,-12
190,0,0,27,0,-27
191,1,0,47,0,-47
192,1,1,463,1252,789
193,1,1,289,1523,1234
194,1,1,1385,1972,587
195,1,0,22,0,-22
196,0,0,38,0,-38
197,1,1,325,1561,1236
198,1,0,8,0,-8
199,1,0,64,0,-64
200,1,1,214,1819,1605
201,0,0,40,0,-40
202,1,1,384,1216,832
203,1,0,38,0,-38
204,1,0,25,0,-25
205,1,0,2,0,-2
206,0,0,32,0,-32
207,0,0,74,0,-74
208,0,0,2,0,-2
209,1,1,954,1794,840
210,1,0,3,0,-3
211,0,0,30,0,-30
212,0,0,45,0,-45
213,0,0,37,0,-37
214,1,0,58,0,-58
215,0,0,22,0,-22
216,0,0,25,0,-25
217,0,0,37,0,-37
218,1,1,95,1234,1139
219,0,0,28,0,-28
220,1,1,361,1515,1154
221,0,0,49,0,-49
222,1,1,267,1643,1376
223,0,0,16,0,-16
224,1,0,1,0,-1
225,0,0,15,0,-15
226,0,0,111,0,-111
227,1,1,494,2593,2099
228,1,0,102,0,-102
229,0,0,11,0,-11
230,1,1,527,1237,710
231,1,0,53,0,-53
232,0,0,76,0,-76
233,0,0,35,0,-35
234,0,0,27,0,-27
235,1,0,35,0,-35
236,1,1,253,1412,1159
237,1,0,6,0,-6
238,1,1,245,3441,3196
239,1,1,499,1495,996
240,1,0,19,0,-19
241,0,0,54,0,-54
242,0,0,8,0,-8
243,0,0,23,0,-23
244,1,1,422,1337,915
245,1,0,91,0,-91
246,1,1,185,2770,2585
247,1,0,110,0,-110
248,1,0,62,0,-62
249,1,0,54,0,-54
250,1,1,835,1224,389
251,0,0,10,0,-10
252,1,0,61,0,-61
253,0,0,79,0,-79
254,0,0,8,0,-8
255,1,0,12,0,-12
256,1,0,6,0,-6
257,1,1,923,1266,343
258,1,0,3,0,-3
259,1,0,26,0,-26
260,0,0,71,0,-71
261,1,0,40,0,-40
262,1,0,27,0,-27
263,0,0,89,0,-89
264,0,0,0,0,0
265,0,0,12,0,-12
266,0,0,6,0,-6
267,0,0,92,0,-92
268,1,0,68,0,-68
269,1,1,486,6045,5559
270,1,0,13,0,-13
271,1,1,111,1527,1416
272,0,0,15,0,-15
273,1,0,19,0,-19
274,0,0,25,0,-25
275,1,0,82,0,-82
276,1,0,14,0,-14
277,1,1,128,1533,1405
278,1,0,13,0,-13
279,0,0,206,0,-206
280,1,0,10,0,-10
281,0,0,31,0,-31
282,0,0,52,0,-52
283,0,0,35,0,-35
284,1,0,28,0,-28
285,1,1,478,1771,1293
286,1,0,7,0,-7
287,1,1,274,3171,2897
288,1,0,0,0,0
289,1,1,105,1218,1113
290,0,0,17,0,-17
291,0,0,115,0,-115
292,1,0,60,0,-60
293,1,0,0,0,0
294,0,0,147,0,-147
295,1,1,107,1493,1386
296,0,0,28,0,-28
297,0,0,105,0,-105
298,1,0,10,0,-10
299,0,0,10,0,-10
300,1,0,4,0,-4
301,0,0,47,0,-47
302,1,0,26,0,-26
303,0,0,13,0,-13
304,0,0,9,0,-9
305,1,0,33,0,-33
306,1,0,50,0,-50
307,1,1,129,1245,1116
308,1,1,586,1231,645
309,1,0,12,0,-12
310,1,0,11,0,-11
311,0,0,178,0,-178
312,1,0,104,0,-104
313,0,0,40,0,-40
314,0,0,76,0,-76
315,0,0,19,0,-19
316,0,0,3,0,-3
317,1,1,1445,1319,-126
318,0,0,106,0,-106
319,0,0,29,0,-29
320,1,0,174,0,-174
321,1,1,75,6014,5939
322,1,0,0,0,0
323,0,0,18,0,-18
324,0,0,77,0,-77
325,1,1,822,3336,2514
326,0,0,32,0,-32
327,1,1,304,1362,1058
328,1,0,25,0,-25
329,1,0,80,0,-80
330,1,0,41,0,-41
331,0,0,4,0,-4
332,1,1,1298,1617,319
333,1,1,106,2524,2418
334,1,1,164,1299,1135
335,1,0,14,0,-14
336,0,0,17,0,-17
337,0,0,19,0,-19
338,0,0,11,0,-11
339,1,0,9,0,-9
340,0,0,13,0,-13
341,0,0,45,0,-45
342,0,0,59,0,-59
343,1,1,300,1280,980
344,1,1,527,1461,934
345,1,0,2,0,-2
346,0,0,145,0,-145
347,1,1,877,1752,875
348,0,0,29,0,-29
349,0,0,17,0,-17
350,1,1,297,3283,2986
351,0,0,36,0,-36
352,1,1,566,1587,1021
353,1,1,253,1629,1376
354,1,0,45,0,-45
355,1,0,20,0,-20
356,0,0,3,0,-3
357,0,0,54,0,-54
358,1,1,1077,1365,288
359,0,0,0,0,0
360,1,0,40,0,-40
361,0,0,10,0,-10
362,0,0,77,0,-77
363,1,0,0,0,0
364,0,0,78,0,-78
365,0,0,28,0,-28
366,1,1,327,1245,918
367,1,0,17,0,-17
368,1,1,1835,1419,-416
369,0,0,15,0,-15
370,1,1,341,1377,1036
371,0,0,38,0,-38
372,1,1,104,1469,1365
373,0,0,63,0,-63
374,1,1,1335,1945,610
375,0,0,82,0,-82
376,1,1,965,1671,706
377,1,0,77,0,-77
378,0,0,1,0,-1
379,0,0,88,0,-88
380,0,0,35,0,-35
381,1,0,79,0,-79
382,0,0,17,0,-17
383,1,1,44,2181,2137
384,0,0,16,0,-16
385,1,1,581,1655,1074
386,1,0,8,0,-8
387,1,1,785,1357,572
388,1,1,146,1434,1288
389,1,0,56,0,-56
390,0,0,8,0,-8
391,0,0,83,0,-83
392,1,1,646,2144,1498
393,1,0,30,0,-30
394,1,0,88,0,-88
395,1,0,24,0,-24
396,0,0,36,0,-36
397,0,0,69,0,-69
398,1,0,5,0,-5
399,0,0,70,0,-70
400,0,0,2,0,-2
401,1,1,449,1699,1250
402,0,0,59,0,-59
403,0,0,20,0,-20
404,1,1,309,1228,919
405,0,0,25,0,-25
406,1,1,67,1968,1901
407,1,1,231,1230,999
408,1,1,371,2119,1748
409,1,0,8,0,-8
410,1,1,143,1907,1764
411,1,0,31,0,-31
412,0,0,63,0,-63
413,0,0,0,0,0
414,1,1,589,1280,691
415,1,1,57,1424,1367
416,1,1,26,1230,1204
417,1,1,407,1254,847
418,0,0,2,0,-2
419,0,0,76,0,-76
420,1,1,269,1416,1147
421,1,0,45,0,-45
422,1,1,574,1974,1400
423,1,1,176,5226,5050
424,0,0,26,0,-26
425,0,0,16,0,-16
426,1,0,16,0,-16
427,1,0,137,0,-137
428,0,0,10,0,-10
429,1,0,0,0,0
430,1,1,151,1773,1622
431,1,0,31,0,-31
432,1,1,102,1374,1272
433,1,1,616,1247,631
434,1,0,1,0,-1
435,0,0,52,0,-52
436,1,0,32,0,-32
437,1,0,7,0,-7
438,0,0,2,0,-2
439,1,1,392,1202,810
440,0,0,0,0,0
441,0,0,20,0,-20
442,0,0,162,0,-162
443,1,1,1199,1703,504
444,1,1,328,1312,984
445,0,0,1,0,-1
446,1,0,42,0,-42
447,1,1,674,1364,690
448,0,0,21,0,-21
449,1,0,23,0,-23
450,1,1,369,1771,1402
451,1,0,27,0,-27
452,1,1,494,1366,872
453,1,1,612,1388,776
454,0,0,25,0,-25
455,1,0,0,0,0
456,0,0,1,0,-1
457,1,0,24,0,-24
458,1,0,9,0,-9
459,1,1,350,1401,1051
460,1,0,19,0,-19
461,0,0,7,0,-7
462,1,1,529,2403,1874
463,1,0,24,0,-24
464,1,1,406,1696,1290
465,1,0,3,0,-3
466,1,1,295,1799,1504
467,0,0,87,0,-87
468,1,0,32,0,-32
469,1,0,27,0,-27
470,1,1,137,1274,1137
471,1,1,1138,1881,743
472,1,0,16,0,-16
473,1,0,26,0,-26
474,1,1,49,1896,1847
475,0,0,34,0,-34
476,1,1,146,1275,1129
477,0,0,36,0,-36
478,1,0,54,0,-54
479,0,0,59,0,-59
480,1,0,28,0,-28
481,0,0,11,0,-11
482,1,0,11,0,-11
483,1,1,181,1223,1042
484,0,0,6,0,-6
485,0,0,68,0,-68
486,1,1,264,2507,2243
487,1,0,32,0,-32
488,0,0,238,0,-238
489,0,0,10,0,-10
490,1,1,746,2028,1282
491,1,0,30,0,-30
492,1,1,464,1285,821
493,1,1,826,1527,701
494,1,1,492,1331,839
495,1,0,2,0,-2
496,1,1,260,1209,949
497,0,0,14,0,-14
498,1,1,342,1273,931
499,1,1,158,3799,3641
500,0,0,45,0,-45
501,0,0,52,0,-52
502,1,0,23,0,-23
503,0,0,3,0,-3
504,1,1,103,1213,1110
505,1,0,21,0,-21
506,0,0,98,0,-98
507,0,0,19,0,-19
508,1,0,56,0,-56
509,1,1,1048,1451,403
510,1,1,213,1211,998
511,1,0,6,0,-6
512,0,0,16,0,-16
513,0,0,69,0,-69
514,1,1,449,1253,804
515,0,0,32,0,-32
516,1,0,6,0,-6
517,1,0,15,0,-15
518,1,1,905,1592,687
519,0,0,3,0,-3
520,1,1,4052,1467,-2585
521,1,1,1322,1252,-70
522,0,0,63,0,-63
523,1,1,282,1263,981
524,1,1,141,1595,1454
525,0,0,110,0,-110
526,0,0,70,0,-70
527,0,0,44,0,-44
528,1,0,14,0,-14
529,1,1,234,1323,1089
530,1,0,94,0,-94
531,1,1,357,1350,993
532,0,0,43,0,-43
533,1,1,474,1336,862
534,1,0,23,0,-23
535,0,0,114,0,-114
536,1,0,74,0,-74
537,1,0,113,0,-113
538,1,0,0,0,0
539,0,0,34,0,-34
540,1,0,57,0,-57
541,0,0,111,0,-111
542,1,1,537,1418,881
543,1,1,361,1242,881
544,1,0,12,0,-12
545,1,0,5,0,-5
546,0,0,80,0,-80
547,1,0,11,0,-11
548,0,0,39,0,-39
549,0,0,22,0,-22
550,0,0,184,0,-184
551,1,0,14,0,-14
552,1,0,86,0,-86
553,1,0,11,0,-11
554,0,0,3,0,-3
555,1,1,881,1408,527
556,0,0,8,0,-8
557,1,1,1127,2472,1345
558,0,0,45,0,-45
559,1,1,307,1694,1387
560,0,0,180,0,-180
561,0,0,41,0,-41
562,1,0,59,0,-59
563,1,0,159,0,-159
564,0,0,13,0,-13
565,1,1,1437,1811,374
566,1,0,32,0,-32
567,0,0,12,0,-12
568,1,1,42,1343,1301
569,1,1,1017,1274,257
570,0,0,3,0,-3
571,0,0,72,0,-72
572,0,0,21,0,-21
573,0,0,199,0,-199
574,1,1,96,2099,2003
575,0,0,64,0,-64
576,0,0,27,0,-27
577,0,0,108,0,-108
578,1,1,121,1298,1177
579,0,0,14,0,-14
580,0,0,1,0,-1
581,1,0,23,0,-23
582,1,1,445,1227,782
583,0,0,6,0,-6
584,0,0,37,0,-37
585,1,1,1235,1419,184
586,1,0,37,0,-37
587,1,1,383,1815,1432
588,1,1,386,1528,1142
589,0,0,9,0,-9
590,0,0,13,0,-13
591,0,0,61,0,-61
592,1,0,53,0,-53
593,0,0,8,0,-8
594,1,1,186,1597,1411
595,0,0,30,0,-30
596,1,1,123,1201,1078
597,1,0,145,0,-145
598,0,0,1,0,-1
599,1,1,1009,2664,1655
600,0,0,10,0,-10
601,0,0,1,0,-1
602,1,1,652,1248,596
603,1,1,734,2107,1373
604,1,0,29,0,-29
605,0,0,10,0,-10
606,1,1,324,1209,885
607,1,1,38,1801,1763
608,1,0,90,0,-90
609,0,0,34,0,-34
610,1,1,432,1416,984
611,1,1,215,1453,1238
612,0,0,17,0,-17
613,0,0,3,0,-3
614,1,1,257,1645,1388
615,1,0,237,0,-237
616,1,0,100,0,-100
617,1,1,378,1260,882
618,1,1,337,1522,1185
619,1,0,33,0,-33
620,1,0,4,0,-4
621,0,0,54,0,-54
622,1,0,83,0,-83
623,1,0,3,0,-3
624,1,1,66,1267,1201
625,0,0,7,0,-7
626,1,1,1150,2048,898
627,1,1,56,1308,1252
628,1,0,111,0,-111
629,1,1,415,1238,823
630,0,0,93,0,-93
631,1,1,273,1389,1116
632,1,1,500,2260,1760
633,1,1,381,1729,1348
634,0,0,16,0,-16
635,0,0,70,0,-70
636,0,0,10,0,-10
637,0,0,5,0,-5
638,1,1,1065,2146,1081
639,1,0,0,0,0
640,1,1,740,1402,662
641,1,1,752,1490,738
642,1,1,41,1367,1326
643,1,1,742,1367,625
644,1,1,692,3069,2377
645,1,1,2127,2297,170
646,0,0,22,0,-22
647,1,1,304,1677,1373
648,1,1,506,1513,1007
649,1,0,32,0,-32
650,0,0,23,0,-23
651,1,1,452,1648,1196
652,0,0,70,0,-70
653,1,1,163,1288,1125
654,1,0,9,0,-9
655,0,0,61,0,-61
656,1,0,245,0,-245
657,1,1,857,1660,803
658,1,1,567,1357,790
659,1,0,14,0,-14
660,0,0,105,0,-105
661,1,1,102,3001,2899
662,0,0,44,0,-44
663,1,0,13,0,-13
664,1,1,68,1305,1237
665,1,1,102,1418,1316
666,1,0,56,0,-56
667,0,0,5,0,-5
668,1,0,40,0,-40
669,1,1,90,1236,1146
670,1,0,92,0,-92
671,0,0,2,0,-2
672,1,0,34,0,-34
673,1,0,13,0,-13
674,1,1,1110,1200,90
675,1,0,96,0,-96
676,1,0,19,0,-19
677,1,1,1025,1570,545
678,0,0,70,0,-70
679,1,0,22,0,-22
680,1,0,91,0,-91
681,0,0,1,0,-1
682,1,1,1154,1283,129
683,0,0,27,0,-27
684,0,0,28,0,-28
685,1,1,742,2332,1590
686,1,0,7,0,-7
687,1,0,4,0,-4
688,1,1,823,2810,1987
689,0,0,116,0,-116
690,0,0,55,0,-55
691,0,0,19,0,-19
692,1,0,33,0,-33
693,1,0,89,0,-89
694,0,0,2,0,-2
695,0,0,3,0,-3
696,1,0,9,0,-9
697,1,0,97,0,-97
698,1,0,46,0,-46
699,0,0,20,0,-20
700,1,1,642,2530,1888
701,0,0,68,0,-68
702,1,0,27,0,-27
703,0,0,39,0,-39
704,1,0,46,0,-46
705,1,0,33,0,-33
706,0,0,25,0,-25
707,1,0,5,0,-5
708,1,1,1032,1661,629
709,1,1,610,1984,1374
710,1,1,110,1243,1133
711,0,0,86,0,-86
712,1,1,646,1364,718
713,0,0,28,0,-28
714,0,0,0,0,0
715,0,0,21,0,-21
716,1,1,121,1263,1142
717,1,0,68,0,-68
718,1,0,44,0,-44
719,1,0,15,0,-15
720,1,1,320,1596,1276
721,1,1,777,1470,693
722,1,1,514,1729,1215
723,1,0,64,0,-64
724,1,1,965,1255,290
725,1,0,2,0,-2
726,1,1,2720,1329,-1391
727,1,0,102,0,-102
728,1,1,613,1814,1201
729,0,0,56,0,-56
730,1,1,290,1319,1029
731,0,0,222,0,-222
732,1,1,558,1342,784
733,0,0,17,0,-17
734,1,0,122,0,-122
735,0,0,33,0,-33
736,0,0,83,0,-83
737,1,0,5,0,-5
738,1,1,848,1290,442
739,0,0,94,0,-94
740,0,0,48,0,-48
741,0,0,37,0,-37
742,1,0,20,0,-20
743,1,1,293,1597,1304
744,0,0,32,0,-32
745,0,0,45,0,-45
746,0,0,42,0,-42
747,1,0,126,0,-126
748,0,0,22,0,-22
749,1,1,409,1426,1017
750,1,0,28,0,-28
751,0,0,30,0,-30
752,0,0,6,0,-6
753,0,0,22,0,-22
754,0,0,13,0,-13
755,1,1,380,1303,923
756,1,0,14,0,-14
757,1,1,2173,1307,-866
758,0,0,37,0,-37
759,1,0,44,0,-44
760,1,0,0,0,0
761,0,0,38,0,-38
762,1,1,781,1345,564
763,0,0,7,0,-7
764,0,0,0,0,0
765,1,1,206,1377,1171
766,0,0,24,0,-24
767,1,0,21,0,-21
768,0,0,13,0,-13
769,1,0,24,0,-24
770,1,0,13,0,-13
771,0,0,17,0,-17
772,0,0,43,0,-43
773,1,0,66,0,-66
774,1,0,55,0,-55
775,0,0,60,0,-60
776,1,1,1251,1520,269
777,0,0,29,0,-29
778,1,1,137,1587,1450
779,1,0,19,0,-19
780,1,0,44,0,-44
781,1,1,197,1240,1043
782,1,1,300,1257,957
783,1,1,685,1603,918
784,1,1,504,1567,1063
785,0,0,35,0,-35
786,0,0,95,0,-95
787,1,0,126,0,-126
788,0,0,73,0,-73
789,0,0,142,0,-142
790,1,1,1148,2207,1059
791,1,0,2,0,-2
792,0,0,24,0,-24
793,1,0,13,0,-13
794,1,1,531,1855,1324
795,0,0,57,0,-57
796,0,0,55,0,-55
797,0,0,69,0,-69
798,1,0,47,0,-47
799,1,0,16,0,-16
800,1,1,973,1372,399
801,1,1,1072,1601,529
802,0,0,14,0,-14
803,1,1,422,1653,1231
804,0,0,6,0,-6
805,1,0,2,0,-2
806,1,1,321,3261,2940
807,1,1,410,1221,811
808,1,0,15,0,-15
809,0,0,207,0,-207
810,1,1,337,1259,922
811,0,0,2,0,-2
812,0,0,18,0,-18
813,0,0,0,0,0
814,1,1,1834,1664,-170
815,1,0,125,0,-125
816,1,0,9,0,-9
817,1,1,600,1282,682
818,0,0,6,0,-6
819,0,0,5,0,-5
820,0,0,112,0,-112
821,1,0,24,0,-24
822,0,0,7,0,-7
823,1,0,54,0,-54
824,0,0,14,0,-14
825,1,0,6,0,-6
826,0,0,18,0,-18
827,1,1,63,1231,1168
828,0,0,3,0,-3
829,1,0,34,0,-34
830,1,0,14,0,-14
831,1,0,18,0,-18
832,0,0,1,0,-1
833,1,0,16,0,-16
834,0,0,37,0,-37
835,1,0,11,0,-11
836,1,1,245,1469,1224
837,1,1,171,1251,1080
838,1,0,77,0,-77
839,1,0,11,0,-11
840,0,0,24,0,-24
841,1,1,540,1822,1282
842,1,1,185,1229,1044
843,1,0,84,0,-84
844,0,0,30,0,-30
845,1,0,37,0,-37
846,1,1,472,2167,1695
847,0,0,28,0,-28
848,0,0,1,0,-1
849,0,0,45,0,-45
850,1,1,991,1358,367
851,0,0,104,0,-104
852,0,0,72,0,-72
853,0,0,181,0,-181
854,1,1,143,1233,1090
855,0,0,43,0,-43
856,0,0,66,0,-66
857,1,0,84,0,-84
858,0,0,24,0,-24
859,1,1,468,1603,1135
860,0,0,73,0,-73
861,1,0,7,0,-7
862,0,0,58,0,-58
863,0,0,31,0,-31
864,1,0,21,0,-21
865,0,0,5,0,-5
866,1,1,1155,1579,424
867,1,1,1404,1891,487
868,1,1,945,1568,623
869,1,0,69,0,-69
870,0,0,13,0,-13
871,0,0,43,0,-43
872,0,0,56,0,-56
873,1,0,20,0,-20
874,0,0,21,0,-21
875,0,0,10,0,-10
876,0,0,47,0,-47
877,1,1,448,1538,1090
878,1,0,7,0,-7
879,1,0,83,0,-83
880,0,0,0,0,0
881,0,0,81,0,-81
882,0,0,4,0,-4
883,0,0,31,0,-31
884,0,0,57,0,-57
885,0,0,7,0,-7
886,1,1,545,1615,1070
887,1,0,44,0,-44
888,0,0,13,0,-13
889,1,1,565,1495,930
890,1,0,70,0,-70
891,0,0,180,0,-180
892,0,0,53,0,-53
893,0,0,36,0,-36
894,1,1,915,1606,691
895,0,0,12,0,-12
896,1,0,130,0,-130
897,1,1,170,1390,1220
898,1,1,672,2426,1754
899,1,1,1557,1393,-164
900,1,1,259,1314,1055
901,0,0,11,0,-11
902,0,0,120,0,-120
903,1,1,292,1335,1043
904,1,0,78,0,-78
905,0,0,0,0,0
906,0,0,11,0,-11
907,0,0,18,0,-18
908,1,0,169,0,-169
909,0,0,35,0,-35
910,1,1,351,1770,1419
911,0,0,13,0,-13
912,1,1,1437,1314,-123
913,1,1,926,1655,729
914,1,1,33,1972,1939
915,1,0,141,0,-141
916,1,1,187,1594,1407
917,1,1,512,1472,960
918,0,0,63,0,-63
919,0,0,16,0,-16
920,1,0,23,0,-23
921,1,1,410,1389,979
922,1,1,238,1258,1020
923,1,0,25,0,-25
924,0,0,46,0,-46
925,0,0,60,0,-60
926,0,0,7,0,-7
927,1,0,4,0,-4
928,1,0,26,0,-26
929,1,0,40,0,-40
930,1,1,111,1233,1122
931,0,0,33,0,-33
932,0,0,41,0,-41
933,0,0,40,0,-40
934,0,0,4,0,-4
935,0,0,50,0,-50
936,0,0,52,0,-52
937,1,0,45,0,-45
938,1,1,373,1248,875
939,1,1,227,1438,1211
940,0,0,58,0,-58
941,1,1,473,1612,1139
942,1,1,286,1223,937
943,1,1,1235,1555,320
944,0,0,6,0,-6
945,0,0,115,0,-115
946,1,1,149,1262,1113
947,1,0,63,0,-63
948,1,0,39,0,-39
949,1,0,68,0,-68
950,1,1,1051,1255,204
951,0,0,62,0,-62
952,0,0,2,0,-2
953,1,1,89,1312,1223
954,1,1,119,1233,1114
955,1,1,1040,1661,621
956,1,0,90,0,-90
957,1,0,69,0,-69
958,1,1,287,1209,922
959,0,0,40,0,-40
960,1,0,27,0,-27
961,0,0,28,0,-28
962,0,0,27,0,-27
963,1,1,860,1267,407
964,1,0,40,0,-40
965,0,0,26,0,-26
966,1,0,3,0,-3
967,1,1,271,1200,929
968,0,0,66,0,-66
969,0,0,2,0,-2
970,0,0,63,0,-63
971,0,0,19,0,-19
972,0,0,59,0,-59
973,1,1,1235,1283,48
974,1,1,231,2112,1881
975,0,0,19,0,-19
976,1,0,94,0,-94
977,0,0,8,0,-8
978,0,0,36,0,-36
979,0,0,67,0,-67
980,0,0,20,0,-20
981,1,1,500,1513,1013
982,1,1,449,1542,1093
983,0,0,184,0,-184
984,0,0,14,0,-14
985,0,0,9,0,-9
986,1,0,63,0,-63
987,1,1,236,1303,1067
988,0,0,110,0,-110
989,0,0,130,0,-130
990,1,1,218,1572,1354
991,0,0,62,0,-62
992,1,0,132,0,-132
993,0,0,68,0,-68
994,1,0,17,0,-17
995,0,0,154,0,-154
996,0,0,3,0,-3
997,0,0,39,0,-39
998,1,0,70,0,-70
999,1,0,16,0,-16
1000,0,0,8,0,-8
1001,0,0,137,0,-137
1002,0,0,45,0,-45
1003,1,0,62,0,-62
1004,0,0,33,0,-33
1005,1,1,383,1757,1374
1006,0,0,3,0,-3
1007,1,0,5,0,-5
1008,1,0,14,0,-14
1009,1,1,616,1463,847
1010,1,1,314,1862,1548
1011,1,1,567,1411,844
1012,1,0,17,0,-17
1013,1,1,145,2856,2711
1014,0,0,102,0,-102
1015,0,0,43,0,-43
1016,0,0,13,0,-13
1017,0,0,12,0,-12
1018,1,0,56,0,-56
1019,1,0,72,0,-72
1020,1,1,403,1378,975
1021,1,1,591,2225,1634
1022,1,1,102,1471,1369
1023,1,1,497,1270,773
1024,0,0,73,0,-73
1025,1,0,104,0,-104
1026,0,0,82,0,-82
1027,0,0,26,0,-26
1028,1,1,302,1436,1134
1029,0,0,10,0,-10
1030,1,0,74,0,-74
1031,1,1,17,1963,1946
1032,1,0,95,0,-95
1033,0,0,10,0,-10
1034,0,0,9,0,-9
1035,1,0,0,0,0
1036,0,0,14,0,-14
1037,1,0,52,0,-52
1038,1,1,1250,1218,-32
1039,1,1,738,1321,583
1040,0,0,123,0,-123
1041,0,0,11,0,-11
1042,1,0,70,0,-70
1043,0,0,0,0,0
1044,1,0,87,0,-87
1045,1,0,119,0,-119
1046,1,1,436,1832,1396
1047,0,0,83,0,-83
1048,0,0,2,0,-2
1049,0,0,2,0,-2
1050,1,1,146,1349,1203
